tmdb_person_id,name,biography,birthday,place_of_birth,profile_path,popularity
15389,Louis Malle,"Louis Marie Malle (30 October 1932 – 23 November 1995) was a French film director, screenwriter, and producer. His film ""The Silent World"" won the Palme d'Or in 1956 and the Academy Award for Best Documentary in 1957, although he was not credited at the ceremony with the award instead being presented to the film's co-director Jacques Cousteau. Later in his career he was nominated multiple times for Academy Awards. Malle is also one of the few directors to have won the Golden Lion multiple times.

Malle worked in both French cinema and Hollywood, and he produced both French and English language films. His most famous films include the crime film ""Elevator to the Gallows"" (1958), the World War II drama ""Lacombe, Lucien"" (1974), the romantic crime film ""Atlantic City"" (1980), the comedy-drama ""My Dinner with Andre"" (1981), and the autobiographical film ""Au Revoir les Enfants"" (1987).

Malle was born into a wealthy industrialist family in Thumeries, Nord, France. He initially studied political science at Sciences Po before turning to film studies at IDHEC instead.

He assisted Robert Bresson on ""A Man Escaped"" (1956) before making his first feature, ""Elevator to the Gallows"" (1958), a taut thriller featuring an original score by Miles Davis, which made an international film star of Jeanne Moreau, at the time a leading stage actress of the Comédie-Française. Malle was 24 years old.

Malle's ""The Lovers"" (1958), which also starred Moreau, caused major controversy due to its sexual content, leading to a landmark U.S. Supreme Court case regarding the legal definition of obscenity.  Malle is sometimes associated with the nouvelle vague movement, and while Malle's work does not directly fit in with or correspond to the auteurist theories that apply to the work of Godard, Truffaut, Chabrol, Rohmer and others, and he had nothing whatsoever to do with the Cahiers du cinéma, his films do exemplify many of the characteristics of the movement, such as using natural light and shooting on location, and his film ""Zazie dans le Métro"" (1960), an adaptation of the Raymond Queneau novel, inspired Truffaut to write an enthusiastic letter to Malle.

In 1968 Malle visited India and made a seven-part documentary series ""Phantom India"" (1969), which was released in cinemas. Concentrating on real India, its rituals and festivities, Malle fell afoul of the Indian government, which disliked his portrayal of the country, in its fascination with the pre-modern, and consequently banned the BBC from filming in India for several years. Malle later claimed his documentary on India was his favorite film.

Malle later moved to the United States and continued to direct there. Just as his earlier films such as ""The Lovers"" helped popularize French films in the United States, ""My Dinner with Andre"" was at the forefront of the rise of American independent cinema in the 1980s.",1932-10-30,"Thumeries, Nord, France",/8BKM2iXcr4b8pvx1OOcNsO9wADn.jpg,1.1948
11676,Mark Pellington,,1962-03-17,"Baltimore, Maryland, USA",/9rzKnD26UFdultnwKirFda7UBlN.jpg,0.6456
64864,Clyde Geronimi,"From Wikipedia, the free encyclopedia.

Clyde ""Gerry"" Geronimi (June 12, 1901 - April 24, 1989) was an Italian-American animation director. He is best known for his work at Walt Disney Productions.

Geronimi was born in Chiavenna, Italy, immigrating to the United States as a young child. Geronimi's earliest work in the animation field was for the J.R. Bray Studios, where he worked with Walter Lantz. Geronimi left Bray in 1931 to join Walt Disney Productions, where he remained until 1959. Geronimi started off in the shorts department as an animator, eventually becoming a director. His 1941 short, ""Lend a Paw"", won the Academy Award for Best Animated Short Film.

Geronimi moved into directing feature-length animated films after end of World War II. He was one of the directors on Cinderella, Alice in Wonderland, Peter Pan, Lady and the Tramp, Sleeping Beauty, and One Hundred and One Dalmatians.

After Geronimi left Disney in 1959, he worked in television for a number of years (mostly at UPA), including directing many episodes of the 1967 animated Spider-Man series. He retired from animation sometime in the late 1960s, and provided illustrations for children's books written by Joan Pizzo.

Geronimi received the 1978 Winsor McCay Award from the International Animated Film Society, ASIFA-Hollywood, for his lifetime of contributions to the animation field. The award was presented by his long time friend and colleague Walter Lantz.

Geronimi died on April 24, 1989 at his home in Newport Beach, California. He was 87.

Description above from the Wikipedia article Clyde Geronimi, licensed under CC-BY-SA, full list of contributors on Wikipedia.​",1901-06-12,"Chiavenna, Lombardy, Italy",/eAeqN6fPYuzKjGRSaR2jqhSeeMq.jpg,1.2968
11434,Wilfred Jackson,"Wilfred Emmons Jackson (January 24, 1906 – August 7, 1988) was an American animator, musical arranger, and director best known for his work with Walt Disney Productions.",1906-06-24,"Chicago, Illinois, USA",/rTszyDc1jFOQQrzSYgnxEVLxd8W.jpg,1.5229
11429,Hamilton Luske,"From Wikipedia, the free encyclopedia.

Hamilton Luske (October 16, 1903 - February 19, 1968) was an American film director. He directed many Disney films and shorts from 1936 until his death in 1968. He won an Academy Award in 1965.

Born in Chicago, Illinois on October 16, 1903 and died in Bel Air, California on February 19, 1968 at age 64.

Description above from the Wikipedia article Hamilton Luske, licensed under CC-BY-SA, full list of contributors on Wikipedia.​",1903-10-16,"Chicago, Illinois, USA",/bEccjwuG6QGc4V0AtA87rexRHYo.jpg,0.5773
5629,Freddie Francis,"Frederick William (Freddie) Francis BSC (22 December 1917 – 17 March 2007) was an English cinematographer and film director. He achieved his greatest successes in the former, including winning two Academy Awards, for Sons and Lovers (1960) and Glory (1989). As a director, he has cult status on account of his association with the British production companies Amicus and Hammer in the 1960s and 1970s.

Description above from the Wikipedia article Freddie Francis, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1917-12-22,"Islington, London, England, UK",/kJ2SziBlfWDqNIlFyW1l2Ev7zYW.jpg,0.8223
27746,Ken Finkleman,"Ken Finkleman is a Canadian filmmaker, writer, and actor known for his contributions to television and film. Finkleman is notably recognized for creating and starring in the satirical television series ""The Newsroom."" The show, which aired in the 1990s, offered a sharp and humorous critique of the media industry and gained critical acclaim for its incisive commentary.

His work extends beyond ""The Newsroom"" series. Finkleman has been involved in various film and television projects, showcasing his talents as a writer, director, and actor. He often brings a satirical and thought-provoking approach to his work, addressing societal and cultural themes with wit and insight.",1946-01-31,Unknown,/crXQvJ2XM92IS9N54ZY0ML6FI1G.jpg,0.8692
103344,Harold Young,"From Wikipedia, the free encyclopedia

Harold Young (November 13, 1897 – March 3, 1972) was an American film director, editor, and occasional actor.

Born in Portland, Oregon, Young was active as a film editor from 1923-1934, working first on a series of George O'Hara short subjects under the director Malcolm St. Clair.

Young's best-known early directoral assignment is probably The Scarlet Pimpernel (1934), starring Leslie Howard and Merle Oberon, one example of his occasional work in Britain. He died on March 3, 1972 in Beverly Hills, California.",1897-11-13,"Portland, Oregon, USA",,1.1159
17698,Nancy Meyers,"Nancy Jane Meyers (born December 8, 1949) is an American filmmaker. She has written, produced, and directed many critically and commercially successful films. She was nominated for the Academy Award for Best Original Screenplay for Private Benjamin (1980). Her film Baby Boom (1987) was nominated for the Golden Globe Award for Best Motion Picture - Musical or Comedy. She co-wrote Father of the Bride (1991) and Father of the Bride Part II (1995). Both wrote and directed The Parent Trap (1998), What Women Want (2000), Something's Gotta Give (2003), The Holiday (2006), It's Complicated (2009), and The Intern (2015).

Meyers was married to filmmaker Charles Shyer, with whom she had two children, including filmmaker Hallie Meyers-Shyer.

Description above from the Wikipedia article Nancy Meyers, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1949-12-08,"Philadelphia, Pennsylvania, USA",/oguBZ1ubDnY1FTrUXxjULulbXKV.jpg,1.3699
44114,Simon J. Smith,,1968-09-16,"Watford, England, UK",/puCP7MQ8Gm9aKGcQiOcLiKIKcpJ.jpg,0.5972
1577,Richard Kelly,"James Richard Kelly (born 1975) is an American writer-director, best known for his debut feature, the science-fiction cult classic ""Donnie Darko""(2001).

Kelly was born in Newport News, Virginia, the son of Lane and Ennis Kelly. He won a scholarship to the University of Southern California to study at the USC School of Cinema-Television. He made two short films at USC, ""The Goodbye Place"" and ""Visceral Matter"", before graduating in 1997.

""Donnie Darko"" was his first feature and was nominated for 21 awards, winning 11 of them, including a nomination for a Saturn Award. The film later ended up #2 on Empire magazine's list of 50 greatest independent films of all time, behind Quentin Tarantino's ""Reservoir Dogs"".

Kelly wrote the screenplay for Tony Scott's biographical crime thriller ""Domino"" (2005), and went on to write and direct the postmodern L.A. satire ""Southland Tales"" (2006) and the science-fiction mystery ""The Box"" (2009), inspired by ""The Twilight Zone"" episode ""Button, Button"". Although his three films differ considerably in setting and characters, they share similar themes of time travel, existentialism, and spirituality.

Kelly's particular filmmaking sensibilities can be traced back to his viewing of Terry Giliam's ""Brazil"" (1985), as told to author Robert K. Elder in an interview for his book ""The Film That Changed My Life"" (2011).

The commercial underperformance of Kelly's films has made it difficult for him to secure financing for other projects, and as such he has not directed a film since 2009. In 2016, filmmaker Kevin Smith said of Kelly: ""He is insanely creative and is not unlike Christopher Nolan. But Nolan wound up in the Warner Bros. system where he got special handling, and he got a lot of money to make huge art films like ""Inception"". Richard can be one of our greatest filmmakers. He is right now, but just a lot of people don't realize it. He's still a kid, and someone needs to Nolan that kid.""",1975-03-28,"Newport News, Virginia, USA",/1HV7bONfsn9DKvCutb1U9BXE2HB.jpg,1.3692
1965097,Maritte Lee Go,,,Unknown,/hJuJHA7UIjpt7fkSTwZ13mHix4q.jpg,0.2894
8297,Roger Avary,"Roger Roberts Avary (born August 23, 1965) is a Canadian-American film director, screenwriter and producer. He is best known for his work with Quentin Tarantino on the script for Pulp Fiction (1994), for which they won Best Original Screenplay at the 67th Academy Awards. Avary has also directed films such as Killing Zoe (1993) and The Rules of Attraction (2002), and wrote the screenplays for Silent Hill (2006) and Beowulf (2007).

In 2022, Avary reunited with Tarantino to launch a podcast called The Video Archives Podcast. The first episode premiered on July 19, 2022.

Description above from the Wikipedia article Roger Avary, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1965-08-23,"Flin Flon, Manitoba, Canada",/wYGFu95L7mzSuw91cm8BHP7z7Rf.jpg,1.41
1881494,Chris Stuckmann,"Chris Stuckmann was born in Akron, OH. He developed a love of movies early on through films like Star Wars (1977), Back to the Future (1985) and The Princess Bride (1987). As he got older, his love of film led him to purchase a video camera and try his hand at making movies of his own. Throughout his teenage years, he and his friends made hundreds of short films, and two feature length movies. Chris has said he considers that one of the best times of his life, and a major learning experience for him.

Eventually, YouTube was introduced in 2005, and Chris saw this as a great opportunity to share his films with others. Up until then, he was only able to share them with close friends and family. First, he launched a channel for his short films, hoping to share them with the world, and later, a speed drawing channel featuring realism and manga style drawings. But it was his ""Chris Stuckmann"" channel that launched him into a successful career in film criticism. As of 2017, Chris has surpassed 1 million subscribers.

Chris still directs short films with local talent in Cleveland, OH, and many of his films have screened at film festivals around the country. He has said that his goal is to have fun creating art, and to share his passion with others. He isn't a fan of fame, and views himself as a regular guy who simply loves movies.",1988-04-15,"Akron, Ohio, United States",/aiWBCr40hgUpV4UK0wqJytSvd1w.jpg,0.9205
